"","sample","site","time","date","wellID","pH","notes","type","watertable","Ca","Mg","Na","K","T.hyphen.Al","Si","Mn.hyphen.MP","Mn","Fe.hyphen.MP","Fe","Zn.hyphen.MP","Rb.hyphen.MP","Sr.hyphen.MP","Ba.hyphen.MP","Pb.hyphen.MP","F","Cl","NO3","SO4","DOC","TDN","NH4","M.hyphen.Al","O.hyphen.Al","conductivity","PO4","Sr","Zn"
"352","W3-818","K1d","-99",2012-07-31,"K1d",NA,NA,"G5",-99.9,1.57,0.34,1.38,0.36,0,4.2,0.383,0.435,0.009,0.021,0.06,7e-04,0.0122,0.0045,4e-04,0.04,0.32,0.19,2.9,0.42,0.09,NA,NA,NA,NA,NA,NA,NA
"353","W3-819","K7s","-99",2012-07-31,"K7s",NA,NA,"G8",-99.9,1.97,0.33,1.49,0.31,0.01,4.7,0.013,0.008,0.016,0.021,0.068,0.0012,0.0201,0.0043,0.0201,0.03,0.35,0.01,3.44,0.56,0.04,NA,NA,NA,NA,NA,NA,NA
"354","W3-820","I7","-99",2012-07-31,"I7",NA,NA,"G8",-99.9,1.85,0.4,1.48,0.33,0.06,5.35,0.012,0.008,0.084,0.021,0.738,0.0013,0.0114,0.0081,0.0174,0.03,0.36,0.28,2.9,3.19,0.17,NA,NA,NA,NA,NA,NA,NA
"355","W3-822","S02","-99",2012-08-10,NA,5.08,NA,"4",-99.9,1.15,0.29,0.47,0.32,0.3,2.11,0.012,0.008,0.055,0.072,0.007,0.0016,0.0076,0.0048,6e-04,0.04,0.14,0.03,1.29,9.94,0.31,NA,NA,NA,NA,NA,NA,NA
"356","W3-823","JD03","-99",2012-08-10,"JD03",5.3,NA,"G3",105.1,0.74,0.21,1.12,0.08,0.26,3.26,0.012,0.008,0.591,0.134,0.134,0.0028,0.009,0.0111,0.0027,0.04,0.25,0.02,3.22,3.34,0.24,NA,NA,NA,NA,NA,NA,NA
"357","W3-824","A7","-99",2012-08-10,"A7",4.93,NA,"G3",174.4,0.5,0.19,0.88,0.19,0.4,3.17,0.049,0.056,0.063,0.021,0.087,0.0017,0.0064,0.0108,0.0026,0.1,0.39,1.67,2.98,3.32,0.45,NA,NA,NA,NA,NA,NA,NA
"358","W3-826","A6","-99",2012-08-10,"A6",5.73,NA,"G1",-99.9,4.49,1.06,1.78,1.09,0.8,8.34,0.157,0.247,0.638,0.922,0.034,0.0028,0.0263,0.0121,0.0059,0.05,0.58,0.01,5.97,8.48,0.17,NA,NA,NA,NA,NA,NA,NA
"359","W3-827","O1","-99",2012-08-10,"O1",4.22,NA,"G2",59.2,0.54,0.17,0.38,0.1,1.38,2.08,0.087,0.101,0.349,0.439,0.206,0.001,0.0058,0.0239,0.022,0.04,0.19,0.15,1.55,28.58,0.56,NA,NA,NA,NA,NA,NA,NA
"360","W3-828","O2","-99",2012-08-10,"O2",4.75,NA,"G1",-99.9,0.74,0.35,0.56,0.04,1.2,2.8,0.192,0.23,0.445,0.437,1.166,6e-04,0.0084,0.011,0.0347,0.05,0.21,0.03,1.86,25.89,0.49,NA,NA,NA,NA,NA,NA,NA
"361","W3-829","P1","-99",2012-08-10,"P1",4.43,NA,"G1",21.2,0.48,0.08,0.19,0.12,0.43,1.1,0.176,0.213,0.101,0.131,0.024,7e-04,0.0017,0.0088,0.004,0.03,0.26,0.4,1.87,9.81,0.5,NA,NA,NA,NA,NA,NA,NA
"362","W3-830","P2","-99",2012-08-10,"P2",4.37,NA,"G2",51.6,0.44,0.07,0.22,0.51,0.58,1.38,0.1,0.138,0.089,0.136,0.032,0.0025,0.0017,0.0097,0.0041,0.02,0.2,0.46,1.9,11.65,0.47,NA,NA,NA,NA,NA,NA,NA
"363","W3-831","Q1","-99",2012-08-10,"Q1",4.56,NA,"G1",61.7,0.56,0.15,0.55,0.34,1.24,2.12,0.03,0.045,0.292,0.322,0.552,0.0017,0.0058,0.0205,0.0259,0.05,0.27,1.92,2.07,14.98,0.77,NA,NA,NA,NA,NA,NA,NA
"364","W3-832","Q2","-99",2012-08-10,"Q2",4.59,NA,"G2",47.9,0.21,0.1,0.52,0.06,1.25,1.68,0.017,0.021,0.062,0.074,0.018,5e-04,0.0032,0.0086,0.0056,0.04,0.32,0.3,1.86,10.86,0.43,NA,NA,NA,NA,NA,NA,NA
"365","W3-833","N1","-99",2012-08-10,"N1",4.32,NA,"G1",76.8,0.22,0.07,0.35,0.13,0.81,2.95,0.059,0.083,0.293,0.396,0.058,9e-04,0.0017,0.0161,0.016,0.04,0.15,0.03,1.27,22.61,0.58,NA,NA,NA,NA,NA,NA,NA
"366","W3-834","N2","-99",2012-08-10,"N2",4.56,NA,"G2",99.8,0.29,0.07,0.28,0.15,0.6,1.61,0.12,0.142,0.027,0.021,0.022,8e-04,0.0018,0.015,0.0017,0.02,0.23,1.01,2.38,5.41,0.38,NA,NA,NA,NA,NA,NA,NA
"367","W3-835","N5","-99",2012-08-10,"N5",4.69,NA,"G2",185.4,0.23,0.08,0.59,0.18,0.49,1.68,0.156,0.186,0.006,0.021,0.036,8e-04,0.0015,0.012,0.0013,0.03,0.49,1.93,2.31,1.84,0.69,NA,NA,NA,NA,NA,NA,NA
"368","W3-836","K1s","-99",2012-08-10,"K1s",4.96,NA,"G5",-99.9,0.69,0.14,0.62,0.05,0.18,1.75,0.024,0.035,0.029,0.021,0.03,2e-04,0.0047,0.005,0.003,0.15,0.28,0.02,1.9,3.48,0.15,NA,NA,NA,NA,NA,NA,NA
"369","W3-837","K1d","-99",2012-08-10,"K1d",5.44,NA,"G5",-99.9,1.59,0.33,1.5,0.38,0.01,4.94,0.144,0.122,0.098,0.021,0.037,7e-04,0.0125,0.0051,0.0041,0.1,0.41,0.17,3.51,0.37,0.09,NA,NA,NA,NA,NA,NA,NA
"370","W3-838","K6s","-99",2012-08-10,"K6s",6.11,NA,"G8",-99.9,2.25,0.55,1.66,0.79,0.09,6.63,1.328,1.711,2.09,2.537,0.166,0.002,0.0156,0.0084,0.0808,0.06,0.59,0.37,1.14,4.16,0.48,NA,NA,NA,NA,NA,NA,NA
"371","W3-839","K7s","-99",2012-08-10,"K7s",5.7,NA,"G8",-99.9,2.03,0.33,1.53,0.31,0.02,5.25,0.022,0.019,0.022,0.021,0.074,0.0013,0.0185,0.0044,0.0115,0.05,0.37,0.3,4.09,0.6,0.04,NA,NA,NA,NA,NA,NA,NA
"372","W3-840","K10","-99",2012-08-10,"K10",5.36,NA,"G5",155.2,1.15,0.26,1.06,0.21,0.09,2.77,0.014,0.008,0.224,0.053,0.027,0.0013,0.012,0.0055,0.0012,0.03,0.35,0.37,3.78,0.6,0.13,NA,NA,NA,NA,NA,NA,NA
"373","W3-841","K11","-99",2012-08-10,"K11",4.82,NA,"G5",139.4,0.38,0.09,0.65,0.14,0.37,1.77,0.012,0.008,0.019,0.021,0.023,6e-04,0.0048,0.0089,0.0022,0.04,0.3,0.29,2.69,3.27,0.22,NA,NA,NA,NA,NA,NA,NA
"374","W3-843","H4","-99",2012-08-10,"H4",5.02,NA,"G3",203.5,0.76,0.17,1.01,0.29,0.12,2.77,0.027,0.023,0.019,0.021,0.259,0.0016,0.0063,0.0123,0.0019,0.07,0.57,0.32,5.15,0.62,0.21,NA,NA,NA,NA,NA,NA,NA
"375","W3-844","JD21","-99",2012-08-10,"JD21",4.85,NA,"G5",91.2,0.83,0.24,0.77,0.11,0.54,2.68,0.011,0.008,0.147,0.107,0.289,0.0011,0.0068,0.0092,0.0125,0.05,0.27,0.05,2.3,8.42,0.23,NA,NA,NA,NA,NA,NA,NA
"376","W3-845","I7","-99",2012-08-10,"I7",5.33,NA,"G8",-99.9,2.13,0.45,1.26,0.35,0.26,4.45,0.013,0.017,0.069,0.056,0.157,0.0014,0.0136,0.0092,0.0073,0.05,0.4,1.61,2.59,7.23,0.61,NA,NA,NA,NA,NA,NA,NA
"377","W3-846","D1","-99",2012-08-10,"D1",4.98,NA,"G5",46.2,0.59,0.12,0.76,0.09,0.39,2.77,0.007,0.008,0.032,0.062,0.039,5e-04,0.0053,0.0071,0.0026,0.04,0.31,0.02,3.31,5.75,0.23,NA,NA,NA,NA,NA,NA,NA
"378","W3-847","JD25","-99",2012-08-10,"JD25",5.29,NA,"G5",87.3,0.94,0.26,1.09,0.13,0.29,3.06,0.004,0.008,0.137,0.067,0.532,8e-04,0.0095,0.0104,0.0092,0.04,0.21,0,3.39,3.91,0.15,NA,NA,NA,NA,NA,NA,NA
"379","W3-848","T1","-99",2012-08-10,"T1",4.96,NA,"G3",112.3,0.62,0.15,0.68,0.14,0.41,3.47,0.014,0.022,0.023,0.215,0.156,5e-04,0.0058,0.0099,9e-04,0.04,0.36,0.81,2.64,1.28,0.19,NA,NA,NA,NA,NA,NA,NA
"380","W3-849","A5","-99",2012-08-10,"A5",4.65,NA,"G2",-99.9,0.38,0.17,0.65,0.08,1.02,2.45,0.013,0.008,0.164,0.052,0.037,9e-04,0.0041,0.0098,0.0018,0.06,0.27,0.11,3.41,7.25,0.2,NA,NA,NA,NA,NA,NA,NA
"381","W3-852","seep3","-99",2012-09-10,NA,6.17,NA,"4",-99.9,1.19,0.23,4.52,0.41,0.18,6.04,0.003,0.016,0.061,0.126,0.001,0.0012,0.0054,0.001,4e-04,0.08,0.48,0.52,2.75,2.69,0.25,0.035,0.02,0.02,NA,NA,NA,NA
"382","W3-856","seep3","-99",2012-09-24,NA,5.92,NA,"4",-99.9,1.89,0.37,1.86,0.55,0.15,6.52,0,0.008,0.008,0.096,0.001,0.0012,0.014,0.0014,0,0.04,0.46,1.12,4.65,0.8,0.38,0.004,0.01,0.01,NA,NA,NA,NA
"383","W3-860","S02","-99",2012-10-09,NA,7,NA,"4",-99.9,2.1,0.72,2.02,0.37,0.02,6.48,0,0.008,0.01,0.021,0.014,6e-04,0.0134,0.0026,0,0.06,0.36,0.12,4.7,1.33,0.09,0.001,0.02,0.01,NA,NA,NA,NA
"384","W3-861","N2","-99",2012-10-09,"N2",4.89,NA,"G2",-99.9,0.26,0.04,0.32,0.07,0.33,1.52,0.096,0.125,0.008,0.021,0.016,3e-04,0.0013,0.0074,0.0019,0.02,0.3,0.12,2.46,2.32,0.13,0,0.35,0.05,NA,NA,NA,NA
"385","W3-862","N5","-99",2012-10-09,"N5",4.79,NA,"G2",-99.9,0.21,0.03,0.41,0.12,0.28,1.15,0.086,NA,0.009,NA,0.02,5e-04,0.0012,0.0062,3e-04,0.03,0.36,0.18,2.53,1.91,0.19,0.007,0.45,0.04,NA,NA,NA,NA
"386","W3-863","seep3","-99",2012-10-09,NA,5.8,NA,"4",-99.9,1.85,0.34,1.59,0.42,0.01,5.23,0,NA,0.005,NA,0.002,0.0011,0.0146,0.002,0,0.03,0.34,0.61,4.04,1.07,0.23,0.013,0.02,0.01,NA,NA,NA,NA
"387","W3-864","K1s","-99",2012-10-09,"K1s",5.29,NA,"G5",-99.9,0.67,0.12,0.83,0.06,0.03,1.89,0.027,NA,0.005,NA,0.018,2e-04,0.0045,0.0034,2e-04,0.28,0.76,0.03,3.01,2.3,0.48,0.026,0.03,0.01,NA,NA,NA,NA
"388","W3-865","K1d","-99",2012-10-09,"K1d",5.47,NA,"G5",-99.9,1.3,0.26,1.18,0.28,0.01,3.31,0.477,NA,0.003,NA,0.023,6e-04,0.01,0.0039,0,0.06,0.37,0.2,3.35,0.52,0.14,0.014,0.02,0,NA,NA,NA,NA
"389","W3-869","S02","-99",2012-10-22,NA,6.78,NA,"4",-99.9,1.37,0.44,1.39,0.21,0.04,4.16,0,NA,0.012,NA,0.021,6e-04,0.0097,0.0026,0,0.05,0.39,0.07,3.99,2.11,0.09,0.005,0.02,0.01,NA,NA,NA,NA
"390","W3-870","N2","-99",2012-10-22,"N2",4.66,NA,"G2",-99.9,0.19,0.03,0.42,0.13,0.22,1.32,0.096,NA,0.014,NA,0.065,5e-04,0.0013,0.0102,0.0045,0.02,0.46,0.12,2.28,2.58,0.16,0.002,0.37,0.05,NA,NA,NA,NA
"391","W3-871","N5","-99",2012-10-22,"N5",4.71,NA,"G2",-99.9,0.14,0.02,0.34,0.06,0.36,1.21,0.073,NA,0.006,NA,0.014,3e-04,0.0011,0.0057,3e-04,0.04,0.41,0.15,2.5,1.98,0.14,0,0.51,0.04,NA,NA,NA,NA
"392","W3-872","seep3","-99",2012-10-22,NA,5.67,NA,"4",-99.9,1.67,0.3,1.4,0.33,0.01,4.26,0,NA,0.006,NA,0.001,9e-04,0.0136,0.0018,0,0.03,0.39,0.4,3.84,1.46,0.16,0.003,0.02,0.02,NA,NA,NA,NA
"393","W3-873","K1s","-99",2012-10-22,"K1s",5.1,NA,"G5",-99.9,0.47,0.1,0.74,0.02,0.05,1.95,0.021,NA,0.003,NA,0.012,1e-04,0.0039,0.0028,3e-04,0.03,0.33,0.03,2.99,0.85,0.05,0,0.06,0.02,NA,NA,NA,NA
"394","W3-874","K1d","-99",2012-10-22,"K1d",5.32,NA,"G5",-99.9,1.33,0.29,1.23,0.25,0.01,3.59,0.335,NA,0.005,NA,0.09,5e-04,0.0103,0.0034,2e-04,0.06,0.39,0.27,3.44,0.54,0.12,0.003,0.02,0,NA,NA,NA,NA
"395","W3-878","K1s","10:45",2012-10-29,"K1s",5.13,NA,"G5",32.2,0.59,0.13,0.86,0.03,0.04,2.44,0.02,0.023,0.004,0.021,0.017,2e-04,0.0041,0.0029,4e-04,0.02,0.29,0.06,2.76,0.8,0.07,0,0.04,0.01,NA,NA,NA,NA
"396","W3-879","K1d","10:40",2012-10-29,"K1d",5.57,NA,"G5",116.5,1.48,0.32,1.45,0.32,0,4.23,0.275,0.292,0.005,0.021,0.035,5e-04,0.0099,0.0031,1e-04,0.06,0.42,0.2,3.39,0.44,0.13,0.008,0.01,0,NA,NA,NA,NA
"397","W3-880","K4m","11:40",2012-10-29,"K4m",5.2,"135cm plunker","G5",55.5,0.63,0.15,0.82,0.03,0.05,2.47,0.027,0.029,0.002,0.021,0.008,1e-04,0.0042,0.0029,4e-04,0.01,0.34,0,2.98,0.57,0.05,0.002,0.05,0.01,NA,NA,NA,NA
"398","W3-881","K5","11:35",2012-10-29,"K5",5.73,"154cm plunker","G3",139.8,1.56,0.31,1.35,0.49,0.13,4.65,0.002,0.008,0.01,0.084,0.006,0.001,0.0134,0.001,1e-04,0.03,0.38,0.52,3.77,0.34,0.16,0.01,0.03,0.02,NA,NA,NA,NA
"399","W3-882","K6s","10:50",2012-10-29,"K6s",6.5,NA,"G8",-20.8,2.47,0.53,1.87,0.65,0.13,7.33,1.982,2.165,0.185,0.539,1.342,0.0013,0.0172,0.0057,0.0181,0.05,0.39,0.03,3.08,1.83,0.27,0.181,0.03,0.02,NA,NA,NA,NA
"400","W3-883","K6d","10:55",2012-10-29,"K6d",6.66,"69.5cm sampled at 12:24","G8",12.9,3.39,0.69,2.25,1.43,0.37,7.4,0.028,0.088,0.125,0.35,1.54,0.0013,0.0208,0.0056,0.0164,0.07,0.63,1.3,3.61,1.68,0.57,0.015,0.05,0.02,NA,NA,NA,NA
"401","W3-884","K7d","11:18",2012-10-29,"K7d",6.31,NA,"G8",-6,2.14,0.37,1.78,0.58,0.07,6.13,0.004,0.008,0.007,0.05,1.139,0.0012,0.0159,0.0022,0.0155,0.02,0.58,0.99,4.15,0.45,0.33,0.027,0.01,0.01,NA,NA,NA,NA
"402","W3-885","seep3","11:10",2012-10-29,NA,5.94,NA,"4",-99.9,1.73,0.32,1.5,0.4,0.05,5.05,0,0.008,0.017,0.045,0.099,8e-04,0.013,0.0021,6e-04,0.02,0.37,0.52,3.75,1.23,0.18,0.004,0.02,0.01,NA,NA,NA,NA
"403","W3-886","K8","11:23",2012-10-29,"K8",5.44,"143cm","G4",85.3,1.26,0.29,1.14,0.42,0.57,4.02,0.001,0.018,0.079,0.384,0.009,7e-04,0.0114,0.0013,4e-04,0.03,0.4,0.04,3.11,0.94,0.08,0.079,0.12,0.11,NA,NA,NA,NA
"404","W3-887","K9","12:00",2012-10-29,"K9",5.16,NA,"G3",87.2,0.77,0.17,0.82,0.2,0.1,2.64,0.013,0.008,0.003,0.021,0.024,7e-04,0.0056,0.0061,0.0012,0.02,0.33,0.5,3.84,0.68,0.16,0,0.08,0.01,NA,NA,NA,NA
"405","W3-888","K10","11:45",2012-10-29,"K10",5.47,NA,"G5",77.3,0.97,0.22,1.02,0.14,0.03,3.32,0.001,0.008,0.037,0.021,0.005,4e-04,0.0064,0.0011,3e-04,0.02,0.35,0.51,3.21,0.52,0.17,0.006,0.16,0.12,NA,NA,NA,NA
"406","W3-890","N5","12:10",2012-10-29,"N5",4.86,"165cm","G2",123.8,0.16,0.03,0.38,0.06,0.41,1.53,0.077,0.085,0.007,0.021,0.014,3e-04,0.0011,0.0051,2e-04,0.01,0.38,0.2,2.52,1.78,0.13,0,0.46,0.04,NA,NA,NA,NA
"407","W3-892","S02","13:05",2012-10-29,NA,6.69,NA,"4",-99.9,2.03,0.71,2.06,0.41,0.01,6.74,0,0.008,0.009,0.021,0.002,7e-04,0.0129,0.0024,1e-04,0.06,0.41,0.13,4.86,1.1,0.08,0.001,0.03,0.01,NA,NA,NA,NA
"408","W3-893","S02","9:45",2012-10-30,NA,6.51,NA,"4",-99.9,1.56,0.5,1.39,0.28,0.08,4.36,0,0.008,0.014,0.021,0.003,8e-04,0.0099,0.0026,0,0.03,0.44,0.02,3.64,2.93,0.1,0,0.03,0.03,NA,NA,NA,NA
"409","W3-894","A5","10:10",2012-10-30,"A5",4.82,NA,"G2",55.6,0.34,0.16,0.63,0.09,1.01,2.76,0.005,0.008,0.022,0.021,0.008,4e-04,0.0033,0.0058,0.002,0.01,0.55,0.16,3.03,8.06,0.28,0.016,0.59,0.25,NA,NA,NA,NA
"410","W3-896","N1","10:45",2012-10-30,"N1",4.47,NA,"G1",76.4,0.28,0.1,0.51,0.54,1.12,4.2,0.132,0.177,0.39,0.458,0.863,0.0023,0.002,0.0175,0.0687,0.01,0.63,0,1.08,25.03,0.58,0.011,0.56,0.47,NA,NA,NA,NA
"411","W3-897","N2","10:35",2012-10-30,"N2",4.76,NA,"G2",99.5,0.18,0.03,0.33,0.05,0.49,1.71,0.074,0.082,0.011,0.021,0.02,3e-04,0.0011,0.0062,0.0019,0,0.43,0.6,2.06,3.08,0.27,0.002,0.4,0.07,NA,NA,NA,NA
"412","W3-898","N3","10:55",2012-10-30,"N3",4.25,NA,"G1",69,0.15,0.05,0.4,0.22,0.62,1.94,0.072,0.079,0.162,0.203,0.009,0.0011,8e-04,0.0074,0.0059,0.01,0.82,0.31,1.82,15.11,0.5,0.015,0.37,0.29,NA,NA,NA,NA
"413","W3-899","N4","11:00",2012-10-30,"N4",4.49,NA,"G2",85.1,0.21,0.06,0.39,0.1,0.63,2.13,0.108,0.115,0.025,0.07,0.023,5e-04,0.0013,0.0105,0.0018,0.01,0.53,1.58,2.14,6.24,0.52,0.006,0.46,0.16,NA,NA,NA,NA
"414","W3-900","N5","10:30",2012-10-30,"N5",4.8,NA,"G2",128.3,0.16,0.02,0.33,0.06,0.44,1.43,0.071,0.076,0.006,0.021,0.015,3e-04,0.0011,0.0058,4e-04,0.01,0.44,0.15,2.24,2.04,0.14,0.005,0.46,0.04,NA,NA,NA,NA
"415","W3-901","K10","11:15",2012-10-30,"K10",5.37,NA,"G5",78.7,0.97,0.22,1,0.12,0.03,3.31,0.011,0.008,0.002,0.021,0.016,3e-04,0.0071,0.0024,1e-04,0.02,0.36,0.5,3.16,0.55,0.15,0,0.02,0.01,NA,NA,NA,NA
"416","W3-902","K9","11:10",2012-10-30,"K9",5.12,NA,"G3",87.6,0.76,0.17,0.82,0.18,0.09,2.67,0.01,0.008,0.003,0.021,0.023,8e-04,0.005,0.0069,0.0011,0.03,0.32,0.49,3.86,0.71,0.14,0,0.11,0.01,NA,NA,NA,NA
"417","W3-903","K4m","11:20",2012-10-30,"K4m",5.17,NA,"G5",56.9,0.6,0.14,0.77,0.03,0.05,2.31,0.026,0.028,0.001,0.021,0.008,1e-04,0.004,0.0027,2e-04,0.03,0.45,0,2.91,0.86,0.07,0.004,0.07,0.01,NA,NA,NA,NA
"418","W3-904","K5","11:25",2012-10-30,"K5",5.71,NA,"G3",141.4,1.57,0.32,1.34,0.5,0.21,4.77,0.003,0.008,0.062,0.143,0.01,0.0012,0.0131,0.0013,6e-04,0.03,0.36,0.55,3.79,0.41,0.17,0.003,0.01,0.01,NA,NA,NA,NA
"419","W3-905","K8","11:30",2012-10-30,"K8",5.43,NA,"G4",86.5,1.31,0.26,1.2,0.29,0.26,3.89,0.002,0.008,0.094,0.179,0.026,9e-04,0.0119,0.002,3e-04,0.07,0.41,0.05,3.08,0.92,0.1,0.012,0.02,0.01,NA,NA,NA,NA
"420","W3-906","K7d","11:40",2012-10-30,"K7d",6.01,NA,"G8",-5.7,2.12,0.38,1.69,0.51,0.09,6.06,0.003,0.008,0.01,0.067,0.388,0.0011,0.0154,0.0026,0.0075,0.02,0.5,0.92,4.02,0.43,0.26,0.005,0.01,0,NA,NA,NA,NA
"421","W3-907","seep3","11:35",2012-10-30,NA,5.95,NA,"4",-99.9,1.95,0.35,1.57,0.39,0.05,5.23,0,0.008,0.01,0.021,0.003,9e-04,0.0129,0.0014,1e-04,0.02,0.43,0.54,3.67,1.35,0.19,0,0.02,0.01,NA,NA,NA,NA
"422","W3-908","K6s","11:50",2012-10-30,"K6s",6.55,NA,"G8",-20.8,2.54,0.54,1.94,0.64,0.12,7.7,2.159,2.188,0.344,0.48,0.959,0.0013,0.0169,0.005,0.0197,0.05,0.44,0.06,2.73,1.87,0.28,0.159,0.02,0.02,NA,NA,NA,NA
"423","W3-909","K6d","11:55",2012-10-30,"K6d",6.51,NA,"G8",13,3.63,0.77,2.43,1.26,0.19,8.84,0.083,0.195,0.024,0.237,1.392,8e-04,0.0217,0.0034,0.0068,0.05,0.48,0.8,4.17,0.86,0.27,0,0.02,0.01,NA,NA,NA,NA
"424","W3-910","K1s","12:05",2012-10-30,"K1s",5.21,NA,"G5",33.5,0.58,0.13,0.84,0.03,0.06,2.44,0.021,0.024,0,0.021,0.016,1e-04,0.004,0.0029,0.0012,0,0.4,0.1,2.93,0.92,0.1,0.006,0.03,0.01,NA,NA,NA,NA
"425","W3-911","K1d","12:00",2012-10-30,"K1d",5.6,NA,"G5",117.2,1.48,0.31,1.36,0.28,0,4.12,0.333,0.298,0.001,0.021,0.048,5e-04,0.0096,0.0034,5e-04,0.04,0.38,0.19,3.4,0.49,0.11,0.017,0.01,0,NA,NA,NA,NA
"426","W3-939","S02","12:32",2012-11-06,NA,6.9,NA,"4",-99.9,1.58,0.59,2.02,0.37,0,5.77,0.01,0.008,0.101,0.021,NA,9e-04,0.0121,0.0039,2e-04,0.06,0.42,0.08,4.44,1.3,0.19,0.003,0.02,0.01,NA,NA,NA,NA
"427","W3-940","N2","13:24",2012-11-06,"N2",4.87,NA,"G2",72.7,0.22,0.03,0.38,0.14,0.52,1.54,0.11,0.103,0.158,0.021,NA,9e-04,0.0016,0.0084,0.0072,0.02,0.64,0.4,2.18,2.21,0.25,0.003,0.32,0.04,NA,NA,NA,NA
"428","W3-941","N5","13:30",2012-11-06,"N5",4.87,NA,"G2",105.2,0.18,0.03,0.48,0.13,0.58,1.37,0.09,0.077,0.364,0.021,NA,0.0012,0.0013,0.0064,0.0014,0.03,0.56,0.16,2.31,1.75,0.16,0.009,0.41,0.03,NA,NA,NA,NA
"429","W3-942","seep3","13:43",2012-11-06,NA,5.85,NA,"4",-99.9,1.51,0.28,1.31,0.32,0.02,3.97,0.102,0.008,0.309,0.021,NA,0.0012,0.0126,0.0035,0.0022,0.03,0.37,0.28,3.58,1.29,0.14,0.003,0.02,0.02,NA,NA,NA,NA
"430","W3-943","K1s","13:53",2012-11-06,"K1s",5.18,NA,"G5",27.2,0.55,0.13,0.79,0.02,0.06,2.21,0.019,0.017,0.004,0.021,NA,1e-04,0.0043,0.0024,4e-04,0.02,0.4,0.05,2.78,0.69,0.08,0.003,0.04,0.01,NA,NA,NA,NA
"431","W3-944","K1d","14:09",2012-11-06,"K1d",5.67,NA,"G5",113.2,1.38,0.31,1.37,0.28,0,3.92,0.225,0.23,0.005,0.021,NA,5e-04,0.0103,0.0029,2e-04,0.05,0.31,0.16,3.55,0.35,0.11,0.003,0.01,0,NA,NA,NA,NA
"432","W3-948","S02","10:50",2012-11-21,NA,7.1,NA,"4",-99.9,2.28,0.74,2.27,0.46,0.02,6.09,0.001,0.008,0.018,0.021,NA,9e-04,0.0172,0.0026,0,0.05,0.4,0.18,4.91,0.82,0.09,0.008,0.01,0.01,NA,NA,NA,NA
"433","W3-949","N5","10:44",2012-11-21,"N5",4.86,NA,"G2",151.7,0.17,0.03,0.45,0.07,0.47,1.41,0.107,0.088,0.63,0.021,NA,0.0016,0.0014,0.0063,0.0039,0.02,0.41,0.38,2.67,1.61,0.16,0.003,0.35,0.03,NA,NA,NA,NA
"434","W3-950","seep3","11:15",2012-11-21,NA,5.78,NA,"4",-99.9,1.67,0.28,1.44,0.33,0.03,4.11,0.043,0.008,0.178,0.021,NA,0.001,0.0128,0.0022,0.0014,0.03,0.34,0.5,3.76,1.06,0.18,0.003,0.02,0.01,NA,NA,NA,NA
"435","W3-951","K1s","11:40",2012-11-21,"K1s",5.18,NA,"G5",39,0.61,0.13,0.87,0.02,0.04,2.21,0.022,0.017,0.162,0.021,NA,3e-04,0.0046,0.0032,0.0022,0.02,0.37,0.18,2.79,0.65,0.08,0.003,0.05,0.01,NA,NA,NA,NA
"436","W3-952","K1d","11:25",2012-11-21,"K1d",5.73,NA,"G5",120.9,1.47,0.29,1.4,0.31,0.01,3.72,0.089,0.09,0.026,0.021,NA,5e-04,0.0098,0.0026,0.0041,0.05,0.34,0.22,3.5,0.35,0.13,0.009,0.01,0,NA,NA,NA,NA
"437","W3-956","S02","9:51",2012-12-03,NA,6.71,NA,"4",-99.9,1.67,0.51,1.62,0.33,0.06,4.31,0.005,0.008,0.084,0.021,NA,8e-04,0.0116,0.0027,2e-04,0.04,0.43,0.27,3.9,2,0.17,0.003,0.03,0.02,NA,NA,NA,NA
"438","W3-957","N1","10:24",2012-12-03,"N1",4.47,NA,"G1",76.2,0.27,0.09,0.63,0.57,0.78,3.32,0.126,0.122,0.26,0.268,NA,0.0024,0.0022,0.0143,0.0195,0.03,0.87,0.56,1.81,17.01,0.63,0.016,0.46,0.32,NA,NA,NA,NA
"439","W3-958","N2","10:41",2012-12-03,"N2",4.73,NA,"G2",99.3,1.47,0.17,0.6,0.62,0.29,2.31,0.09,0.031,0.037,0.021,NA,4e-04,0.0011,0.0062,4e-04,0.02,0.66,1.96,1.91,2.77,0.56,0.003,0.51,0.06,NA,NA,NA,NA
"440","W3-959","N5","10:48",2012-12-03,"N5",4.82,NA,"G2",168.4,0.64,0.2,1.04,0.09,0.13,2.68,0.104,0.008,0.639,0.021,NA,0.0016,0.0012,0.0068,0.0014,0.02,0.59,0.65,2.31,1.76,0.27,0.008,0.49,0.03,NA,NA,NA,NA
"441","W3-960","seep3","11:06",2012-12-03,NA,5.96,NA,"4",-99.9,2.23,0.8,2.31,0.47,0.03,6.38,0.443,0.008,1.14,0.021,NA,0.0024,0.0172,0.0093,0.0111,0.03,0.48,0.6,3.68,1.65,0.25,0.003,0.02,0.02,NA,NA,NA,NA
"442","W3-961","K1s","11:18",2012-12-03,"K1s",5.23,NA,"G5",49.4,0.17,0.04,0.47,0.1,0.73,1.64,0.022,0.094,0.049,0.049,NA,2e-04,0.0048,0.0027,6e-04,0.02,0.32,0.54,2.8,0.64,0.22,0.003,0.06,0.01,NA,NA,NA,NA
